node_id,donors_cm3,acceptors_cm3
345,10000000000000034,0
346,10000000000000034,0
347,10000000000000034,0
348,10000000000000034,0
349,10000000000000034,0
350,10000000000000034,0
351,10000000000000034,0
352,10000000000000034,0
353,10000000000000034,0
354,10000000000000034,0
355,10000000000000034,0
356,10000000000000034,0
357,10000000000000034,0
358,10000000000000034,0
359,10000000000000034,0
360,10000000000000034,0
361,10000000000000034,0
362,10000000000000034,0
363,10000000000000034,0
364,10000000000000034,0
365,10000000000000034,0
366,10000000000000034,0
367,10000000000000034,0
368,10000000000000034,0
369,10000000000000034,0
370,10000000000000034,0
371,10000000000000034,0
372,10000000000000034,0
373,10000000000000034,0
374,10000000000000034,0
375,10000000000000034,0
376,10000000000000034,0
377,10000000000000034,0
378,10000000000000034,0
379,10000000000000034,0
380,10000000000000034,0
381,10000000000000034,0
382,10000000000000034,0
383,10000000000000034,0
384,10000000000000034,0
385,10000000000000034,0
386,10000000000000034,0
387,10000000000000034,0
388,10000000000000034,0
389,10000000000000034,0
390,10000000000000034,0
391,10000000000000034,0
392,10000000000000034,0
393,10000000000000034,0
394,10000000000000034,0
395,10000000000000034,0
396,10000000000000034,0
397,10000000000000034,0
398,10000000000000034,0
399,10000000000000034,0
400,10000000000000034,0
401,10000000000000034,0
402,10000000000000034,0
403,10000000000000034,0
404,10000000000000034,0
405,10000000000000034,0
406,10000000000000034,0
407,10000000000000034,0
408,10000000000000034,0
409,10000000000000034,0
410,10000000000000034,0
411,10000000000000034,0
412,10000000000000034,0
413,10000000000000034,0
414,10000000000000034,0
415,10000000000000034,0
416,10000000000000034,0
417,10000000000000034,0
418,10000000000000034,0
419,10000000000000034,0
420,10000000000000034,0
421,10000000000000034,0
422,10000000000000034,0
423,10000000000000034,0
424,10000000000000034,0
425,10000000000000034,0
426,10000000000000034,0
427,10000000000000034,0
428,10000000000000034,0
429,10000000000000034,0
430,10000000000000034,0
431,10000000000000034,0
432,10000000000000034,0
433,10000000000000034,0
434,10000000000000034,0
435,10000000000000034,0
436,10000000000000034,0
437,10000000000000034,0
438,10000000000000034,0
439,10000000000000034,0
440,10000000000000034,0
441,10000000000000034,0
442,10000000000000034,0
443,10000000000000034,0
444,10000000000000034,0
445,10000000000000034,0
446,10000000000000034,0
447,10000000000000034,0
448,10000000000000034,0
449,10000000000000034,0
450,10000000000000034,0
451,10000000000000034,0
452,10000000000000034,0
453,10000000000000034,0
454,10000000000000034,0
455,10000000000000034,0
456,10000000000000034,0
457,10000000000000034,0
458,10000000000000034,0
459,10000000000000034,0
460,10000000000000034,0
461,10000000000000034,0
462,10000000000000034,0
463,10000000000000034,0
464,10000000000000034,0
465,10000000000000034,0
466,10000000000000034,0
467,10000000000000034,0
468,10000000000000034,0
469,10000000000000034,0
470,10000000000000034,0
471,10000000000000034,0
472,10000000000000034,0
473,10000000000000034,0
474,10000000000000034,0
475,10000000000000034,0
476,10000000000000034,0
477,10000000000000034,0
478,10000000000000034,0
479,10000000000000034,0
480,10000000000000034,0
481,10000000000000034,0
482,10000000000000034,0
483,10000000000000034,0
484,10000000000000034,0
485,10000000000000034,0
486,10000000000000034,0
487,10000000000000034,0
488,10000000000000034,0
489,10000000000000034,0
490,10000000000000034,0
491,10000000000000034,0
492,10000000000000034,0
493,10000000000000034,0
494,10000000000000034,0
495,10000000000000034,0
496,10000000000000034,0
497,10000000000000034,0
498,10000000000000034,0
499,10000000000000034,0
500,10000000000000034,0
501,10000000000000034,0
502,10000000000000034,0
503,10000000000000034,0
504,10000000000000034,0
505,10000000000000034,0
506,10000000000000034,0
507,10000000000000034,0
508,10000000000000034,0
509,10000000000000034,0
510,10000000000000034,0
511,10000000000000034,0
512,10000000000000034,0
513,10000000000000034,0
514,10000000000000034,0
515,10000000000000034,0
516,10000000000000034,0
517,10000000000000034,0
518,10000000000000034,0
519,10000000000000034,0
520,10000000000000034,0
521,10000000000000034,0
522,10000000000000034,0
523,10000000000000034,0
524,10000000000000034,0
525,10000000000000034,0
526,10000000000000034,0
527,10000000000000034,0
528,10000000000000034,0
529,10000000000000034,0
530,10000000000000034,0
531,10000000000000034,0
532,10000000000000034,0
533,10000000000000034,0
534,10000000000000034,0
535,10000000000000034,0
536,10000000000000034,0
537,10000000000000034,0
538,10000000000000034,0
539,10000000000000034,0
540,10000000000000034,0
541,10000000000000034,0
542,10000000000000034,0
543,10000000000000034,0
544,10000000000000034,0
545,10000000000000034,0
546,10000000000000034,0
547,10000000000000034,0
548,10000000000000034,0
549,10000000000000034,0
550,10000000000000034,0
